userName,score,content,at,cleaning,case_folding,normalization,stopword_removal,translated_review,sentiment
Sarwo Wibowo,5,bagus,2026-03-23 06:04:18,bagus,bagus,bagus,bagus,good,positive
Penjual Gorengan,1,"Aplikasi paling lelet, selalu tdk sesuai titik jemputan. Go food parah, sering menampilkan pengantaran TEPAT WAKTU, padahal lebih sering TELAT. Dan sulit membatalkan pesanan kecuali melewati dari batas waktu estimasi pengantaran makanan.",2026-03-23 06:02:07,aplikasi paling lelet selalu sesuai titik jemputan food parah sering menampilkan pengantaran tepat waktu padahal lebih sering telat dan sulit membatalkan pesanan kecuali melewati dari batas waktu estimasi pengantaran makanan,aplikasi paling lelet selalu sesuai titik jemputan food parah sering menampilkan pengantaran tepat waktu padahal lebih sering telat dan sulit membatalkan pesanan kecuali melewati dari batas waktu estimasi pengantaran makanan,aplikasi paling lelet selalu sesuai titik jemputan food parah sering menampilkan pengantaran tepat waktu padahal lebih sering telat dan sulit membatalkan pesanan kecuali melewati dari batas waktu estimasi pengantaran makanan,aplikasi paling lelet selalu sesuai titik jemputan food parah sering menampilkan pengantaran tepat waktu lebih sering telat dan sulit membatalkan pesanan kecuali melewati batas waktu estimasi pengantaran makanan,"the slowest application always meets the food pick-up point, the worst one often shows delivery on time, is often late and has difficulty canceling orders unless the estimated time limit for food delivery is exceeded",negative
Andreas Radjah,2,"pesan go ride, banyak yang terima dan mereka langaung batalkan, karna jaraknya agak jauh. saya posisi di bali, sedang di derah kuta mau ke panjer, semua driver terima oesanan dan langsung mereka batalkan. bahkan sampe 13 driver 🤦",2026-03-23 05:59:14,pesan ride banyak yang terima dan mereka langaung batalkan karna jaraknya agak jauh saya posisi bali sedang derah kuta mau panjer semua driver terima oesanan dan langsung mereka batalkan bahkan sampe driver,pesan ride banyak yang terima dan mereka langaung batalkan karna jaraknya agak jauh saya posisi bali sedang derah kuta mau panjer semua driver terima oesanan dan langsung mereka batalkan bahkan sampe driver,pesan ride banyak yang terima dan mereka langaung batalkan karena jaraknya agak jauh saya posisi bali sedang daerah kuta mau panjer semua driver terima oesanan dan langsung mereka batalkan bahkan sampai driver,pesan ride banyak yang terima dan mereka langaung batalkan karena jaraknya agak jauh saya posisi bali sedang daerah kuta mau panjer semua driver terima oesanan dan langsung mereka batalkan bahkan sampai driver,"many people receive ride orders and they immediately cancel because the distance is quite far. i'm in bali and i'm in the kuta area of ​​panjer. all the drivers receive the order and they immediately cancel it, even the driver.",positive
Hardi Saputra,5,luar biasa sangat memudahkan,2026-03-23 05:56:41,luar biasa sangat memudahkan,luar biasa sangat memudahkan,luar biasa sangat memudahkan,luar biasa sangat memudahkan,incredibly very easy,positive
Evan Saputra,5,bagus,2026-03-23 05:55:24,bagus,bagus,bagus,bagus,good,positive
mildaa nurralifah,5,baik,2026-03-23 05:34:12,baik,baik,baik,baik,good,positive
PT Ella Prameswari,5,bagus,2026-03-23 05:23:50,bagus,bagus,bagus,bagus,good,positive
Enzo Ferrari,1,lama mengantar makanan juga mencari driver,2026-03-23 05:16:36,lama mengantar makanan juga mencari driver,lama mengantar makanan juga mencari driver,lama mengantar makanan juga mencari driver,lama mengantar makanan mencari driver,took a long time to deliver food looking for a driver,negative
Hairun Nisa,1,makin kesini kooo makin hawhaww so saddddddddd,2026-03-23 05:16:20,makin kesini makin hawhaww,makin kesini makin hawhaww,makin kesini makin hawhaww,makin kesini makin hawhaww,"the more you come here, the hawhaww",positive
Arya KuL _ KuL,5,langsung dapat driver tidak pakai lama..,2026-03-23 05:15:45,langsung dapat driver tidak pakai lama,langsung dapat driver tidak pakai lama,langsung dapat driver tidak pakai lama,langsung dapat driver tidak pakai lama,"get the driver straight away, don't use it for long",positive
Irvan Rais,5,Tetap yang terbaik hingga kini 👍,2026-03-23 05:15:45,tetap yang terbaik hingga kini,tetap yang terbaik hingga kini,tetap yang terbaik hingga kini,tetap yang terbaik hingga kini,still the best to date,positive
Farrosy Zamir,4,"harga/km mahal, gawajar kalo dibandingin kendaraan umum",2026-03-23 05:11:12,harga mahal gawajar kalo dibandingin kendaraan umum,harga mahal gawajar kalo dibandingin kendaraan umum,harga mahal gawajar kalo dibanding kendaraan umum,harga mahal gawajar dibanding kendaraan umum,prices are unreasonably expensive compared to public transportation,negative
Asnawi Sarbani,5,"mantap,",2026-03-23 05:08:22,mantap,mantap,mantap,mantap,excellent,positive
Khalifah raiss queen Raisa,1,tidak bisa di pakai,2026-03-23 05:08:18,tidak bisa pakai,tidak bisa pakai,tidak bisa pakai,tidak bisa pakai,can't use it,neutral
Mochammad Farras,5,baguss,2026-03-23 04:52:04,baguss,baguss,bagus,bagus,good,positive
Bambang Siam,5,ok baik,2026-03-23 04:46:23,ok baik,ok baik,baik baik,baik baik,fine,positive
Dewi Fatimah Fajrin,5,"alhamdulillah enakeun pake apk gojek,tapi untuk go food nya aga lumayan mahal diongkir tolong banyakin lagi promonya supaya gak selalu cancel kalo mau jajan😭",2026-03-23 04:36:56,enakeun pake apk gojek tapi untuk food nya aga lumayan mahal diongkir tolong banyakin lagi promonya supaya gak selalu cancel kalo mau jajan,enakeun pake apk gojek tapi untuk food nya aga lumayan mahal diongkir tolong banyakin lagi promonya supaya gak selalu cancel kalo mau jajan,enakeun pakai aplikasi gojek tapi untuk food nya aga lumayan mahal diongkir tolong membanyaki lagi promonya supaya enggak selalu cancel kalo mau jajan,enakeun pakai aplikasi gojek tapi untuk food aga lumayan mahal diongkir membanyaki lagi promonya supaya enggak selalu cancel mau,"it's nice to use the gojek app, but for food it's quite expensive, postage, add more promotions so you don't always have to cancel.",positive
Hendra Suhendra,5,memuaskan,2026-03-23 04:32:02,memuaskan,memuaskan,memuaskan,memuaskan,satisfying,positive
Darja Kusuma,4,mudah dalam pencarian titik antar/jemput,2026-03-23 04:30:25,mudah dalam pencarian titik antar jemput,mudah dalam pencarian titik antar jemput,mudah dalam pencarian titik antar jemput,mudah dalam pencarian titik antar jemput,easy to find pick up and drop off points,positive
Ina Sudarman,4,lumayan. tp kdg msh ada bug n error gitu,2026-03-23 04:29:56,lumayan ada bug n error gitu,lumayan ada bug n error gitu,lumayan ada kesalahan dan error begitu,lumayan ada kesalahan dan error begitu,there are quite a few mistakes and errors like that,negative
Fatimahtul Khusna,5,ok,2026-03-23 04:27:37,ok,ok,baik,baik,good,positive
Kaji Doeng,1,Sampah driver pda ga mau narik. apk ga gunaa. bener² ga gunaaa,2026-03-23 04:14:36,sampah driver pda ga mau narik apk ga gunaa bener ga,sampah driver pda ga mau narik apk ga gunaa bener ga,sampah driver pada tidak mau menarik aplikasi tidak guna benar tidak,sampah driver pada tidak mau menarik aplikasi tidak guna benar tidak,"garbage drivers don't want to pull useless applications, right?",negative
Ngge Ngge,5,mantapp,2026-03-23 03:59:53,mantapp,mantapp,mantap,mantap,excellent,positive
Amara asha Kadafi,5,amanah murah meriah,2026-03-23 03:51:15,amanah murah meriah,amanah murah meriah,amanah murah meriah,amanah meriah,cheerful trust,positive
Isak Maulana,5,membantu,2026-03-23 03:43:26,membantu,membantu,membantu,membantu,help,neutral
ibra dekapriano,5,good,2026-03-23 03:33:48,good,good,good,good,good,positive
Rohmansyah Maman,5,sangat nyaman,2026-03-23 03:22:35,sangat nyaman,sangat nyaman,sangat nyaman,sangat nyaman,very comfortable,positive
Tyas Ayu,4,ok lah,2026-03-23 03:22:19,ok lah,ok lah,baik lah,baik lah,okay,positive
Sri Hastuti,5,the best,2026-03-23 03:20:44,the best,the best,the best,the best,the best,positive
Riska Tamba,5,bagus,2026-03-23 03:19:55,bagus,bagus,bagus,bagus,good,positive
nana supriatna,5,mantap,2026-03-23 03:16:01,mantap,mantap,mantap,mantap,excellent,positive
Saidah,5,bgus,2026-03-23 03:13:39,bgus,bgus,bagus,bagus,good,positive
Win Ardi,5,"sangat membantu , simple dan gak ribet ,",2026-03-23 02:49:39,sangat membantu simple dan gak ribet,sangat membantu simple dan gak ribet,sangat membantu simple dan enggak ribet,sangat membantu simple dan enggak ribet,"very helpful, simple and not complicated",positive
nurjanah siti1971,5,ojolnya ramah banget,2026-03-23 02:49:35,ojolnya ramah banget,ojolnya ramah banget,ojolnya ramah banget,ojolnya ramah,the ojol is friendly,positive
Bella Zahra,1,bt banget pas lgi urgent² nya sama sekali gada yg nyaut🤣🤣🤣,2026-03-23 02:48:42,banget pas lgi urgent nya sama sekali gada nyaut,banget pas lgi urgent nya sama sekali gada nyaut,banget pas lagi urgen nya sama sekali enggak ada nyaut,pas lagi urgen sama sekali enggak ada nyaut,"when it's urgent, there's absolutely no response",negative
Ganang,5,mantap sangat berguna,2026-03-23 02:40:59,mantap sangat berguna,mantap sangat berguna,mantap sangat berguna,mantap sangat berguna,"great, very useful",positive
Hikma Tr,2,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya jd ga berani kasih penilaian..driver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabar...apa saya aja yg mengalaminya yaa...atau saya yg baperan..maaf yaa,2026-03-23 02:38:13,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya ga berani kasih penilaian driver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabar apa saya aja mengalaminya yaa atau saya baperan maaf yaa,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya ga berani kasih penilaian driver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabar apa saya aja mengalaminya yaa atau saya baperan maaf yaa,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya tidak berani kasih penilaian driver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabar apa saya saja mendalaminya ya atau saya baperan maaf ya,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya tidak berani kasih penilaian driver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabar apa saya saja mendalaminya atau saya baperan,"why is it so difficult to get a driver, can there be a lot of drama, don't dare to give an assessment, the competitor's driver is much friendlier and willing to look for the address patiently, am i just looking into it or am i confused?",negative
Livinia Amelia,1,"males banget, banyak driver seenaknya ga bilang apa2 tiba' menjauh, padahal saya udah nunggu, kalo misalnya ga bisa jemput kan bisa saya cancel. bukannya malah tiba tiba jauh atau diem aja, terus ga bialang apaa apa",2026-03-23 02:25:33,males banget banyak driver seenaknya ga bilang tiba menjauh padahal saya udah nunggu kalo misalnya ga bisa jemput kan bisa saya cancel bukannya malah tiba tiba jauh atau diem aja terus ga bialang apaa apa,males banget banyak driver seenaknya ga bilang tiba menjauh padahal saya udah nunggu kalo misalnya ga bisa jemput kan bisa saya cancel bukannya malah tiba tiba jauh atau diem aja terus ga bialang apaa apa,malas banget banyak driver seenaknya tidak bilang tiba menjauh padahal saya sudah menunggu kalo misalnya tidak bisa jemput kan bisa saya cancel bukannya malah tiba tiba jauh atau diam saja terus tidak bilang apa apa,malas banyak driver seenaknya tidak bilang tiba menjauh saya sudah menunggu misalnya tidak bisa jemput kan bisa saya cancel bukannya malah tiba tiba jauh atau diam saja terus tidak bilang apa apa,"i'm lazy, lots of drivers just don't say anything, stay away, i've been waiting, for example if i can't pick you up, can i cancel instead of suddenly being far away or just keep quiet and don't say anything?",negative
Edwin227,5,good👍,2026-03-23 02:22:25,good,good,good,good,good,positive
Febri Susanti,5,sangat baik,2026-03-23 02:21:44,sangat baik,sangat baik,sangat baik,sangat baik,very good,positive
Edi Sutrisno,5,sangat bagus,2026-03-23 02:16:09,sangat bagus,sangat bagus,sangat bagus,sangat bagus,very good,positive
TAHU BULAT,5,mantap,2026-03-23 02:15:54,mantap,mantap,mantap,mantap,excellent,positive
Vetty Tryana,1,lambat dapat driver,2026-03-23 02:15:23,lambat dapat driver,lambat dapat driver,lambat dapat driver,lambat dapat driver,slow to get driver,negative
Hrs YtMusic,1,"susah dapat driver, keburu kelaparan",2026-03-23 02:15:21,susah dapat driver keburu kelaparan,susah dapat driver keburu kelaparan,susah dapat driver keburu kelaparan,susah dapat driver keburu kelaparan,it's hard to find drivers who are starving,negative
Rita Sari,5,bagus pokonnya,2026-03-23 02:13:57,bagus pokonnya,bagus pokonnya,bagus pokonnya,bagus pokonnya,it's really good,positive
Heni Tri Wardani,5,"mantap,tempat terpencil bisa",2026-03-23 02:00:14,mantap tempat terpencil bisa,mantap tempat terpencil bisa,mantap tempat terpencil bisa,mantap tempat terpencil bisa,great remote place possible,positive
Rahma W Prmn,1,udah instal gk bisa login kok,2026-03-23 01:47:47,udah instal gk bisa login kok,udah instal gk bisa login kok,sudah istal tidak bisa login kok,sudah istal tidak bisa login kok,"after installing it, i can't log in",neutral
Aryaa Kusma,5,GOOD,2026-03-23 01:47:46,good,good,good,good,good,positive
Sahril Aril,5,sangat membantu,2026-03-23 01:43:36,sangat membantu,sangat membantu,sangat membantu,sangat membantu,very helpful,positive
Jajar,5,makasih gojek udh ngebantu saya dapet jemputan pas lagi di kecewa²in-nya🙂👍🏻,2026-03-23 01:39:52,makasih gojek udh ngebantu saya dapet jemputan pas lagi kecewa nya,makasih gojek udh ngebantu saya dapet jemputan pas lagi kecewa nya,terima kasih gojek sudah membantu saya dapat jemputan pas lagi kecewa nya,terima kasih gojek sudah membantu saya dapat jemputan pas lagi kecewa,thank you gojek for helping me get a pick-up when i was disappointed,negative
RAY SYAHRI,5,"gofood nya kurang lengkap, gaada pacar saya",2026-03-23 01:31:23,gofood nya kurang lengkap gaada pacar saya,gofood nya kurang lengkap gaada pacar saya,gofood nya kurang lengkap enggak ada pacar saya,gofood kurang lengkap enggak ada pacar saya,gofood is not complete without my girlfriend,negative
Capri Tari,5,"aplikasi sekarang saat dibuka sering eror padahal jaringan baik"" saja,,semoga kedepannya dapat diperbaiki oleh pihak gojek",2026-03-23 01:29:21,aplikasi sekarang saat dibuka sering eror padahal jaringan baik saja semoga kedepannya dapat diperbaiki oleh pihak gojek,aplikasi sekarang saat dibuka sering eror padahal jaringan baik saja semoga kedepannya dapat diperbaiki oleh pihak gojek,aplikasi sekarang saat dibuka sering eror padahal jaringan baik saja semoga kedepannya dapat diperbaiki oleh pihak gojek,aplikasi sekarang saat dibuka sering jaringan baik saja semoga kedepannya dapat diperbaiki oleh pihak gojek,"now, when the application is opened, the network is often fine. hopefully in the future, gojek can improve it",positive
