userName,score,content,at,clean_content,sentiment
Mayang Sari,1,KK gw hampir celaka gara gara gojeknya ngebut plus maksa nerobos,2026-03-23 10:21:00,kk gw hampir celaka gara gara gojeknya ngebut plus maksa nerobos,negatif
rizki prabowo,4,membantu,2026-03-23 10:16:13,membantu,positif
Mr Rofik,5,gojek memang ok,2026-03-23 10:11:01,gojek memang ok,positif
Asep Rohman,3,cari drivernya susah sampai dua jam nunggu ga ada yang masuk cepat yang baru baru2.,2026-03-23 10:10:56,cari drivernya susah sampai dua jam nunggu ga ada yang masuk cepat yang baru baru,netral
ardwin dendy,5,"aplikasi yg sangat membantu, semoga selalu berinovasi dan bermanfaat lebih lagi",2026-03-23 10:10:05,aplikasi yg sangat membantu semoga selalu berinovasi dan bermanfaat lebih lagi,positif
surya tanuatmaja,5,baik,2026-03-23 10:10:04,baik,positif
Ajie Agung Prabowo,5,"aplikasi saya dalam nyari nafkah, jadi jangan pernah tertinggal tentang apa yang tercanggih dan update setiap versinya ya",2026-03-23 10:09:31,aplikasi saya dalam nyari nafkah jadi jangan pernah tertinggal tentang apa yang tercanggih dan update setiap versinya ya,positif
Yahya SPsi,4,okay,2026-03-23 10:02:39,okay,positif
Ahmad Safei,2,Kalo bisa jika ada kenaikan tarif setidaknya informasikan dulu,2026-03-23 09:52:23,kalo bisa jika ada kenaikan tarif setidaknya informasikan dulu,negatif
Maria Lestari,1,"kecewa banget jujur, sinyal bagus di bilang gaada internet, susah dapat driver dan banyak perbaikan trus",2026-03-23 09:48:28,kecewa banget jujur sinyal bagus di bilang gaada internet susah dapat driver dan banyak perbaikan trus,negatif
Bunda Wiwin,5,memuaskan,2026-03-23 09:48:26,memuaskan,positif
Aditiya Basar,1,buruk,2026-03-23 09:47:09,buruk,negatif
diana lestari,5,topp bangett,2026-03-23 09:46:35,topp bangett,positif
Linda Amoyy,5,bagus cepat dan ramah,2026-03-23 09:44:14,bagus cepat dan ramah,positif
Andika Putra Ramadhani,1,"lama banget saya gofood aja gamau ada yang ambil makanan saya,mending saya langsung kee tokonya beli sendiri kesana saya kasih bintang 1 siapa cobaa ga kecewa udah nunggu lama ga ada yang anter cuman bisa andelin batalin pesanan kalo tau gitu ga usah buat aplikasi gojek kalau ga ada yang mau ambil",2026-03-23 09:05:58,lama banget saya gofood aja gamau ada yang ambil makanan sayamending saya langsung kee tokonya beli sendiri kesana saya kasih bintang siapa cobaa ga kecewa udah nunggu lama ga ada yang anter cuman bisa andelin batalin pesanan kalo tau gitu ga usah buat aplikasi gojek kalau ga ada yang mau ambil,negatif
maulida ifaa,1,lelet,2026-03-23 09:04:45,lelet,negatif
Nardi Saputra,5,sungguh nyaman 😄😏😄👍👍👍 🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵,2026-03-23 09:04:40,sungguh nyaman,positif
Hanif Rasyaad,1,driver kadang sok sibuk semua,2026-03-23 09:02:24,driver kadang sok sibuk semua,negatif
Nina Patimah,5,membantu sekali dan memudahkan segala aktivitas kita,2026-03-23 09:02:20,membantu sekali dan memudahkan segala aktivitas kita,positif
Yuyun Miswahyuni,5,Mantap,2026-03-23 09:02:17,mantap,positif
Jamalulel,5,min selain gofood tambahin goMUA biar Ulya bisa dimakeup di jalan,2026-03-23 09:01:40,min selain gofood tambahin gomua biar ulya bisa dimakeup di jalan,positif
JaylineDavineLee Jayline,5,ok,2026-03-23 08:53:27,ok,positif
Hellen Baay,5,mantap 👍👍,2026-03-23 08:52:24,mantap,positif
Riky B,5,saham goto naik yuk,2026-03-23 08:50:56,saham goto naik yuk,positif
Iwan Setiawan,5,baik n ramah,2026-03-23 08:37:01,baik n ramah,positif
IchaFebrianty -,1,buruk q,2026-03-23 08:34:16,buruk q,negatif
Nehan Haaziq,1,"hama lama gojek nya pepek hpus aja aplikasi nya, nunggu gojek udah dri 3jam ga dpt2",2026-03-23 08:14:18,hama lama gojek nya pepek hpus aja aplikasi nya nunggu gojek udah dri jam ga dpt,negatif
Alma Olanvia,5,sangat membantu!,2026-03-23 08:02:47,sangat membantu,positif
Dewi Lestari,1,"susah dapat driver, nda guna punya banyak driver tapi pada nda mau ambil orderan",2026-03-23 08:02:00,susah dapat driver nda guna punya banyak driver tapi pada nda mau ambil orderan,negatif
airlangga ardyzio,5,Good Job,2026-03-23 07:52:20,good job,positif
Arashi Filez,5,mantabb,2026-03-23 07:51:59,mantabb,positif
Nur abdillah,1,"kenapa akun saya dibekukan, di kasih penjelasan juga engga, ga jelas banget",2026-03-23 07:48:59,kenapa akun saya dibekukan di kasih penjelasan juga engga ga jelas banget,negatif
moko avrianto,4,baik,2026-03-23 07:47:55,baik,positif
Argy Nugraha,1,"aplikasi ini, terutama gofood, mungkin dibusukkan oleh pengembang dari dalam. Sering terjadi : Chat dari penjual / driver saat terjadi ketidak sesuaian pesanan, katakanlah menu yg dipesan habis. chat untuk konfirmasi ke pembeli tidak sampai. apakah ini pengembang yg tidak kompeten, atau memang sengaja dibusukkan dari dalam.",2026-03-23 07:42:10,aplikasi ini terutama gofood mungkin dibusukkan oleh pengembang dari dalam sering terjadi chat dari penjual driver saat terjadi ketidak sesuaian pesanan katakanlah menu yg dipesan habis chat untuk konfirmasi ke pembeli tidak sampai apakah ini pengembang yg tidak kompeten atau memang sengaja dibusukkan dari dalam,negatif
Rayyzim,5,bagus,2026-03-23 07:40:13,bagus,positif
Lenna Putri,1,"bantuan tidak berguna, tidak bisa menyelesaikan kendala/masalah",2026-03-23 07:35:30,bantuan tidak berguna tidak bisa menyelesaikan kendalamasalah,negatif
Al Rz keane,1,Aplikasi yang memelihara driver kek monyet semua. terutama driver gocar.,2026-03-23 07:25:51,aplikasi yang memelihara driver kek monyet semua terutama driver gocar,negatif
MOCHAMAD ADI BUDI CAHYANTO,4,"ini kenapa jadi susah login? tulisannya yah, internet mati. buka grab aja bisa masa ini gabisa",2026-03-23 07:23:24,ini kenapa jadi susah login tulisannya yah internet mati buka grab aja bisa masa ini gabisa,positif
Aztie Audy,2,"Makin ke sini, nyari dan dapet driver jadi lama banget. Proses cancel juga harus nunggu lama dan ribet. Saran aja, kalau bisa potongan dari aplikasi ke driver jangan terlalu banyak, biar driver nggak milih-milih dan sering nge-cancel pesanan, jadi pembeli/customer juga nggak dirugikan.",2026-03-23 07:22:04,makin ke sini nyari dan dapet driver jadi lama banget proses cancel juga harus nunggu lama dan ribet saran aja kalau bisa potongan dari aplikasi ke driver jangan terlalu banyak biar driver nggak milihmilih dan sering ngecancel pesanan jadi pembelicustomer juga nggak dirugikan,negatif
Dago Pakar indah,2,"gojek makin kesini makin aneh, order malah dpet driver yg jauh jauh. padahal sekitaran bejibun.",2026-03-23 07:19:37,gojek makin kesini makin aneh order malah dpet driver yg jauh jauh padahal sekitaran bejibun,negatif
cinta mufida,1,"tlg pihak gojek ini driver ngeluh krna terlalu bnyk ptongan dr apk & driver ga balik modal, apk ini trlalu bnyk ambil untung dr driver, customer ke aplikator tarif tinggi bgt tp dr aplikator ke driver/rider tarif rendah bgt, driver fulltime dicekik alogoritma, driver libur 1hr krna skit akun lgsg anyep & orderan ilang, skrg apk ngadain prioritas driver byr 1hr 20rb biar bsa dpt orderan max 10, mnding driver pindah maxim aja, maxim ptongan dkit, sy brni blg krna nyata sy susah dpt driver",2026-03-23 07:15:20,tlg pihak gojek ini driver ngeluh krna terlalu bnyk ptongan dr apk driver ga balik modal apk ini trlalu bnyk ambil untung dr driver customer ke aplikator tarif tinggi bgt tp dr aplikator ke driverrider tarif rendah bgt driver fulltime dicekik alogoritma driver libur hr krna skit akun lgsg anyep orderan ilang skrg apk ngadain prioritas driver byr hr rb biar bsa dpt orderan max mnding driver pindah maxim aja maxim ptongan dkit sy brni blg krna nyata sy susah dpt driver,negatif
Aris Setyowati,2,driver yang suka terlambat dan pelayanan yang kurang,2026-03-23 07:09:33,driver yang suka terlambat dan pelayanan yang kurang,negatif
Naifah Ipe,2,lama cari driver nya.,2026-03-23 07:09:02,lama cari driver nya,negatif
Kato Marboen,5,oke mantap,2026-03-23 07:06:16,oke mantap,positif
Citra Yasmin,5,mantap,2026-03-23 07:04:56,mantap,positif
Kaila Aprilyani,1,TIDAK JUJUR,2026-03-23 07:04:08,tidak jujur,negatif
Ikhsan Ikhsan,1,server jelek minimal upgrade lah ngeleg banget servernya pdhl kuota full sinyal ada.pdhl brand gede mslh kecil ga mau diatasin,2026-03-23 06:58:44,server jelek minimal upgrade lah ngeleg banget servernya pdhl kuota full sinyal adapdhl brand gede mslh kecil ga mau diatasin,negatif
Muhammad Farhan Ramadhan,2,"kenapa gak bisa ganti pembayaran nya dari tunai ke gopay error gilaaaa banget sumpah , perbaiki lahhh gimana sih",2026-03-23 06:52:05,kenapa gak bisa ganti pembayaran nya dari tunai ke gopay error gilaaaa banget sumpah perbaiki lahhh gimana sih,negatif
cartono,5,ok,2026-03-23 06:43:18,ok,positif
Microshield Demos,1,tidak ada respon dari aplikasi dari jam penentuan dapat voucher kalau driver belum sampai .aplikasi terdiam lebih dari waktu .makin menurun kualitasnya,2026-03-23 06:42:53,tidak ada respon dari aplikasi dari jam penentuan dapat voucher kalau driver belum sampai aplikasi terdiam lebih dari waktu makin menurun kualitasnya,negatif
Sigma Cat,1,Aplikasi gajelas malah gakbisa daftar,2026-03-23 06:28:06,aplikasi gajelas malah gakbisa daftar,negatif
GilbertK,1,"Karna gaada driver terpaksa harus nunggu 40 menit baru bisa cancel, keburu aslam",2026-03-23 06:24:17,karna gaada driver terpaksa harus nunggu menit baru bisa cancel keburu aslam,negatif
Yohanes Justine Cristov,1,gojek nya gak aman banyak mafia semua masa beli makan di gojek sampe sekarang belum di anterin,2026-03-23 06:20:36,gojek nya gak aman banyak mafia semua masa beli makan di gojek sampe sekarang belum di anterin,negatif
Dani Misrani,3,"sekarang makin kesini gojek susah bgt dapat driver padahal gak hujan cuacanya pun biasa, cuma sekedar macet di jalan aja pada gabisa narik orderan penumpang, harus bgt upgrade ke pilihan mahal baru dapat driver. gak rekomendasi padahal aku seneng bgt pake gojek kemana mana.",2026-03-23 06:19:19,sekarang makin kesini gojek susah bgt dapat driver padahal gak hujan cuacanya pun biasa cuma sekedar macet di jalan aja pada gabisa narik orderan penumpang harus bgt upgrade ke pilihan mahal baru dapat driver gak rekomendasi padahal aku seneng bgt pake gojek kemana mana,netral
Tryanda Aditya,1,gojek ini kenapa dah aku baru download ini gojek dan belum punya akun terus aku isi akun di gojek di saat-saat mengisi email eh aku tekan selanjutnya terus apa kata ni gojek tunggu 30 jam lagi kenapa sih harus tunggu 30 ini kenapa nih gw kasih bintang satu😤😠,2026-03-23 06:18:34,gojek ini kenapa dah aku baru download ini gojek dan belum punya akun terus aku isi akun di gojek di saatsaat mengisi email eh aku tekan selanjutnya terus apa kata ni gojek tunggu jam lagi kenapa sih harus tunggu ini kenapa nih gw kasih bintang satu,negatif
Nining Trisnoningsih,5,drivernya ramah dan tepat waktu,2026-03-23 06:14:24,drivernya ramah dan tepat waktu,positif
cahaya putra narotama,5,Ok,2026-03-23 06:11:17,ok,positif
Stok ml andi,1,tolong lah gojek ini sekarang sering banget order makanan ke cancel Mulu orang laper yang ada mati duluan,2026-03-23 06:07:21,tolong lah gojek ini sekarang sering banget order makanan ke cancel mulu orang laper yang ada mati duluan,negatif
Sarwo Wibowo,5,bagus,2026-03-23 06:04:18,bagus,positif
Penjual Gorengan,1,"Aplikasi paling lelet, selalu tdk sesuai titik jemputan. Go food parah, sering menampilkan pengantaran TEPAT WAKTU, padahal lebih sering TELAT. Dan sulit membatalkan pesanan kecuali melewati dari batas waktu estimasi pengantaran makanan.",2026-03-23 06:02:07,aplikasi paling lelet selalu tdk sesuai titik jemputan go food parah sering menampilkan pengantaran tepat waktu padahal lebih sering telat dan sulit membatalkan pesanan kecuali melewati dari batas waktu estimasi pengantaran makanan,negatif
Andreas Radjah,2,"pesan go ride, banyak yang terima dan mereka langaung batalkan, karna jaraknya agak jauh. saya posisi di bali, sedang di derah kuta mau ke panjer, semua driver terima oesanan dan langsung mereka batalkan. bahkan sampe 13 driver 🤦",2026-03-23 05:59:14,pesan go ride banyak yang terima dan mereka langaung batalkan karna jaraknya agak jauh saya posisi di bali sedang di derah kuta mau ke panjer semua driver terima oesanan dan langsung mereka batalkan bahkan sampe driver,negatif
Hardi Saputra,5,luar biasa sangat memudahkan,2026-03-23 05:56:41,luar biasa sangat memudahkan,positif
Evan Saputra,5,bagus,2026-03-23 05:55:24,bagus,positif
mildaa nurralifah,5,baik,2026-03-23 05:34:12,baik,positif
PT Ella Prameswari,5,bagus,2026-03-23 05:23:50,bagus,positif
Enzo Ferrari,1,lama mengantar makanan juga mencari driver,2026-03-23 05:16:36,lama mengantar makanan juga mencari driver,negatif
Hairun Nisa,1,makin kesini kooo makin hawhaww so saddddddddd,2026-03-23 05:16:20,makin kesini kooo makin hawhaww so saddddddddd,negatif
Arya KuL _ KuL,5,langsung dapat driver tidak pakai lama..,2026-03-23 05:15:45,langsung dapat driver tidak pakai lama,positif
Irvan Rais,5,Tetap yang terbaik hingga kini 👍,2026-03-23 05:15:45,tetap yang terbaik hingga kini,positif
Farrosy Zamir,4,"harga/km mahal, gawajar kalo dibandingin kendaraan umum",2026-03-23 05:11:12,hargakm mahal gawajar kalo dibandingin kendaraan umum,positif
Asnawi Sarbani,5,"mantap,",2026-03-23 05:08:22,mantap,positif
Khalifah raiss queen Raisa,1,tidak bisa di pakai,2026-03-23 05:08:18,tidak bisa di pakai,negatif
Rabu november (babeng),5,mantulll,2026-03-23 04:55:45,mantulll,positif
Mochammad Farras,5,baguss,2026-03-23 04:52:04,baguss,positif
Bambang Siam,5,ok baik,2026-03-23 04:46:23,ok baik,positif
Dewi Fatimah Fajrin,5,"alhamdulillah enakeun pake apk gojek,tapi untuk go food nya aga lumayan mahal diongkir tolong banyakin lagi promonya supaya gak selalu cancel kalo mau jajan😭",2026-03-23 04:36:56,alhamdulillah enakeun pake apk gojektapi untuk go food nya aga lumayan mahal diongkir tolong banyakin lagi promonya supaya gak selalu cancel kalo mau jajan,positif
Hendra Suhendra,5,memuaskan,2026-03-23 04:32:02,memuaskan,positif
Darja Kusuma,4,mudah dalam pencarian titik antar/jemput,2026-03-23 04:30:25,mudah dalam pencarian titik antarjemput,positif
Ina Sudarman,4,lumayan. tp kdg msh ada bug n error gitu,2026-03-23 04:29:56,lumayan tp kdg msh ada bug n error gitu,positif
Fatimahtul Khusna,5,ok,2026-03-23 04:27:37,ok,positif
Sus Mono,5,mntul,2026-03-23 04:15:00,mntul,positif
Kaji Doeng,1,Sampah driver pda ga mau narik. apk ga gunaa. bener² ga gunaaa,2026-03-23 04:14:36,sampah driver pda ga mau narik apk ga gunaa bener ga gunaaa,negatif
Ngge Ngge,5,mantapp,2026-03-23 03:59:53,mantapp,positif
Amara asha Kadafi,5,amanah murah meriah,2026-03-23 03:51:15,amanah murah meriah,positif
Isak Maulana,5,membantu,2026-03-23 03:43:26,membantu,positif
ibra dekapriano,5,good,2026-03-23 03:33:48,good,positif
Rohmansyah Maman,5,sangat nyaman,2026-03-23 03:22:35,sangat nyaman,positif
Tyas Ayu,4,ok lah,2026-03-23 03:22:19,ok lah,positif
Sri Hastuti,5,the best,2026-03-23 03:20:44,the best,positif
Riska Tamba,5,bagus,2026-03-23 03:19:55,bagus,positif
nana supriatna,5,mantap,2026-03-23 03:16:01,mantap,positif
Saidah,5,bgus,2026-03-23 03:13:39,bgus,positif
Win Ardi,5,"sangat membantu , simple dan gak ribet ,",2026-03-23 02:49:39,sangat membantu simple dan gak ribet,positif
nurjanah siti1971,5,ojolnya ramah banget,2026-03-23 02:49:35,ojolnya ramah banget,positif
Bella Zahra,1,bt banget pas lgi urgent² nya sama sekali gada yg nyaut🤣🤣🤣,2026-03-23 02:48:42,bt banget pas lgi urgent nya sama sekali gada yg nyaut,negatif
Ganang,5,mantap sangat berguna,2026-03-23 02:40:59,mantap sangat berguna,positif
I nyoman Rauh,5,👍👍👍,2026-03-23 02:39:51,,positif
Hikma Tr,2,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya jd ga berani kasih penilaian..driver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabar...apa saya aja yg mengalaminya yaa...atau saya yg baperan..maaf yaa,2026-03-23 02:38:13,kenapa mendapatkan driver lebih sulit sekali dapat banyak dramanya jd ga berani kasih penilaiandriver kompetitor jauh lebih ramah dan mau mencari alamat dengan sabarapa saya aja yg mengalaminya yaaatau saya yg baperanmaaf yaa,negatif
Livinia Amelia,1,"males banget, banyak driver seenaknya ga bilang apa2 tiba' menjauh, padahal saya udah nunggu, kalo misalnya ga bisa jemput kan bisa saya cancel. bukannya malah tiba tiba jauh atau diem aja, terus ga bialang apaa apa",2026-03-23 02:25:33,males banget banyak driver seenaknya ga bilang apa tiba menjauh padahal saya udah nunggu kalo misalnya ga bisa jemput kan bisa saya cancel bukannya malah tiba tiba jauh atau diem aja terus ga bialang apaa apa,negatif
Edwin227,5,good👍,2026-03-23 02:22:25,good,positif
Febri Susanti,5,sangat baik,2026-03-23 02:21:44,sangat baik,positif
Taman Jajan,5,oke,2026-03-23 02:18:57,oke,positif
Edi Sutrisno,5,sangat bagus,2026-03-23 02:16:09,sangat bagus,positif
TAHU BULAT,5,mantap,2026-03-23 02:15:54,mantap,positif
Vetty Tryana,1,lambat dapat driver,2026-03-23 02:15:23,lambat dapat driver,negatif
Hrs YtMusic,1,"susah dapat driver, keburu kelaparan",2026-03-23 02:15:21,susah dapat driver keburu kelaparan,negatif
Rita Sari,5,bagus pokonnya,2026-03-23 02:13:57,bagus pokonnya,positif
Rizqia Putri aisyah,5,goood,2026-03-23 02:13:44,goood,positif
Heni Tri Wardani,5,"mantap,tempat terpencil bisa",2026-03-23 02:00:14,mantaptempat terpencil bisa,positif
Rahma W Prmn,1,udah instal gk bisa login kok,2026-03-23 01:47:47,udah instal gk bisa login kok,negatif
Aryaa Kusma,5,GOOD,2026-03-23 01:47:46,good,positif
Sahril Aril,5,sangat membantu,2026-03-23 01:43:36,sangat membantu,positif
Jajar,5,makasih gojek udh ngebantu saya dapet jemputan pas lagi di kecewa²in-nya🙂👍🏻,2026-03-23 01:39:52,makasih gojek udh ngebantu saya dapet jemputan pas lagi di kecewainnya,positif
RAY SYAHRI,5,"gofood nya kurang lengkap, gaada pacar saya",2026-03-23 01:31:23,gofood nya kurang lengkap gaada pacar saya,positif
